,resultId,grid,positionOrder,fastestLap,fastestLapTime,fastestLapSpeed,surname,status,year,name_x,name_y
29,391,2,1,42.0,1:36.861,206.014,Alonso,Finished,2007,Malaysian Grand Prix,McLaren
30,414,2,2,18.0,1:34.270,206.674,Hamilton,Finished,2007,Bahrain Grand Prix,McLaren
31,417,4,5,46.0,1:34.420,206.346,Alonso,Finished,2007,Bahrain Grand Prix,McLaren
32,436,4,2,20.0,1:22.876,202.205,Hamilton,Finished,2007,Spanish Grand Prix,McLaren
33,437,2,3,17.0,1:22.966,201.986,Alonso,Finished,2007,Spanish Grand Prix,McLaren
34,458,2,2,28.0,1:15.372,159.528,Hamilton,Finished,2007,Monaco Grand Prix,McLaren
35,457,1,1,44.0,1:15.284,159.715,Alonso,Finished,2007,Monaco Grand Prix,McLaren
36,479,1,1,37.0,1:16.494,205.239,Hamilton,Finished,2007,Canadian Grand Prix,McLaren
37,485,2,7,46.0,1:16.367,205.58,Alonso,Finished,2007,Canadian Grand Prix,McLaren
38,501,1,1,20.0,1:13.222,206.101,Hamilton,Finished,2007,United States Grand Prix,McLaren
39,502,2,2,21.0,1:13.257,206.003,Alonso,Finished,2007,United States Grand Prix,McLaren
40,525,2,3,39.0,1:16.587,207.34,Hamilton,Finished,2007,French Grand Prix,McLaren
41,529,10,7,36.0,1:16.495,207.59,Alonso,Finished,2007,French Grand Prix,McLaren
42,547,1,3,11.0,1:21.675,226.6,Hamilton,Finished,2007,British Grand Prix,McLaren
43,546,3,2,35.0,1:21.117,228.159,Alonso,Finished,2007,British Grand Prix,McLaren
44,589,1,1,13.0,1:20.171,196.724,Hamilton,Finished,2007,Hungarian Grand Prix,McLaren
45,592,6,4,49.0,1:20.324,196.349,Alonso,Finished,2007,Hungarian Grand Prix,McLaren
46,615,2,5,17.0,1:27.963,218.464,Hamilton,Finished,2007,Turkish Grand Prix,McLaren
47,613,4,3,39.0,1:28.070,218.199,Alonso,Finished,2007,Turkish Grand Prix,McLaren
48,634,2,2,17.0,1:22.936,251.456,Hamilton,Finished,2007,Italian Grand Prix,McLaren
49,633,1,1,15.0,1:22.871,251.653,Alonso,Finished,2007,Italian Grand Prix,McLaren
50,658,4,4,41.0,1:48.215,233.002,Hamilton,Finished,2007,Belgian Grand Prix,McLaren
51,657,3,3,44.0,1:48.182,233.073,Alonso,Finished,2007,Belgian Grand Prix,McLaren
52,677,1,1,27.0,1:28.193,186.259,Hamilton,Finished,2007,Japanese Grand Prix,McLaren
53,7580,12,7,17.0,1:39.141,201.276,Hamilton,Finished,2009,Malaysian Grand Prix,McLaren
54,7599,9,6,39.0,1:54.665,171.138,Hamilton,Finished,2009,Chinese Grand Prix,McLaren
55,7598,12,5,41.0,1:54.516,171.361,Kovalainen,Finished,2009,Chinese Grand Prix,McLaren
56,7617,5,4,13.0,1:34.915,205.269,Hamilton,Finished,2009,Bahrain Grand Prix,McLaren
57,7625,11,12,54.0,1:35.520,203.969,Kovalainen,Finished,2009,Bahrain Grand Prix,McLaren
58,7686,16,13,53.0,1:28.562,216.986,Hamilton,Finished,2009,Turkish Grand Prix,McLaren
59,7734,4,1,16.0,1:22.479,191.219,Hamilton,Finished,2009,Hungarian Grand Prix,McLaren
60,7738,6,5,63.0,1:22.958,190.115,Kovalainen,Finished,2009,Hungarian Grand Prix,McLaren
61,7755,1,2,57.0,1:39.056,196.943,Hamilton,Finished,2009,European Grand Prix,McLaren
62,7757,2,4,56.0,1:39.341,196.378,Kovalainen,Finished,2009,European Grand Prix,McLaren
63,7814,1,1,36.0,1:48.345,168.561,Hamilton,Finished,2009,Singapore Grand Prix,McLaren
64,7820,8,7,36.0,1:49.283,167.114,Kovalainen,Finished,2009,Singapore Grand Prix,McLaren
65,7836,3,3,13.0,1:33.259,224.162,Hamilton,Finished,2009,Japanese Grand Prix,McLaren
66,7844,11,11,35.0,1:33.801,222.867,Kovalainen,Finished,2009,Japanese Grand Prix,McLaren
67,7856,17,3,59.0,1:14.345,208.654,Hamilton,Finished,2009,Brazilian Grand Prix,McLaren
68,7862,16,9,68.0,1:14.303,208.772,Kovalainen,Finished,2009,Brazilian Grand Prix,McLaren
69,20325,4,3,42.0,1:59.560,189.665,Hamilton,Finished,2010,Bahrain Grand Prix,McLaren
70,20329,8,7,45.0,1:59.970,189.017,Button,Finished,2010,Bahrain Grand Prix,McLaren
71,20352,11,6,47.0,1:28.506,215.7,Hamilton,Finished,2010,Australian Grand Prix,McLaren
72,20347,4,1,52.0,1:29.291,213.804,Button,Finished,2010,Australian Grand Prix,McLaren
73,20376,20,6,32.0,1:37.745,204.151,Hamilton,Finished,2010,Malaysian Grand Prix,McLaren
74,20378,17,8,49.0,1:38.501,202.584,Button,Finished,2010,Malaysian Grand Prix,McLaren
75,20396,6,2,13.0,1:42.061,192.273,Hamilton,Finished,2010,Chinese Grand Prix,McLaren
76,20395,5,1,14.0,1:42.886,190.731,Button,Finished,2010,Chinese Grand Prix,McLaren
77,20447,5,5,68.0,1:16.219,157.755,Hamilton,Finished,2010,Monaco Grand Prix,McLaren
78,20467,2,1,54.0,1:30.075,213.342,Hamilton,Finished,2010,Turkish Grand Prix,McLaren
79,20468,4,2,42.0,1:29.895,213.769,Button,Finished,2010,Turkish Grand Prix,McLaren
80,20491,1,1,62.0,1:17.806,201.778,Hamilton,Finished,2010,Canadian Grand Prix,McLaren
81,20492,4,2,66.0,1:18.144,200.906,Button,Finished,2010,Canadian Grand Prix,McLaren
82,20516,3,2,56.0,1:39.156,196.744,Hamilton,Finished,2010,European Grand Prix,McLaren
83,20517,7,3,54.0,1:38.766,197.521,Button,Finished,2010,European Grand Prix,McLaren
84,20540,4,2,43.0,1:32.758,228.633,Hamilton,Finished,2010,British Grand Prix,McLaren
85,20542,14,4,52.0,1:33.003,228.031,Button,Finished,2010,British Grand Prix,McLaren
86,20566,6,4,65.0,1:16.503,215.238,Hamilton,Finished,2010,German Grand Prix,McLaren
87,20567,5,5,65.0,1:16.451,215.385,Button,Finished,2010,German Grand Prix,McLaren
88,20611,2,1,32.0,1:49.069,231.178,Hamilton,Finished,2010,Belgian Grand Prix,McLaren
89,20687,8,5,35.0,1:35.182,219.633,Hamilton,Finished,2010,Japanese Grand Prix,McLaren
90,20686,5,4,53.0,1:33.529,223.515,Button,Finished,2010,Japanese Grand Prix,McLaren
91,20708,4,2,42.0,1:50.430,183.048,Hamilton,Finished,2010,Korean Grand Prix,McLaren
92,20718,7,12,42.0,1:52.193,180.171,Button,Finished,2010,Korean Grand Prix,McLaren
93,20734,4,4,66.0,1:13.851,210.049,Hamilton,Finished,2010,Brazilian Grand Prix,McLaren
94,20735,11,5,71.0,1:13.932,209.819,Button,Finished,2010,Brazilian Grand Prix,McLaren
95,20756,2,2,47.0,1:41.274,197.428,Hamilton,Finished,2010,Abu Dhabi Grand Prix,McLaren
96,20757,4,3,48.0,1:41.636,196.725,Button,Finished,2010,Abu Dhabi Grand Prix,McLaren
97,20780,2,2,41.0,1:30.314,211.382,Hamilton,Finished,2011,Australian Grand Prix,McLaren
98,20784,4,6,49.0,1:29.883,212.396,Button,Finished,2011,Australian Grand Prix,McLaren
99,20808,2,8,54.0,1:41.512,196.575,Hamilton,Finished,2011,Malaysian Grand Prix,McLaren
100,20802,4,2,50.0,1:41.264,197.057,Button,Finished,2011,Malaysian Grand Prix,McLaren
101,20825,3,1,48.0,1:40.415,195.424,Hamilton,Finished,2011,Chinese Grand Prix,McLaren
102,20828,2,4,39.0,1:40.623,195.021,Button,Finished,2011,Chinese Grand Prix,McLaren
103,20852,4,4,48.0,1:30.108,213.264,Hamilton,Finished,2011,Turkish Grand Prix,McLaren
104,20854,6,6,47.0,1:31.167,210.786,Button,Finished,2011,Turkish Grand Prix,McLaren
105,20874,3,2,52.0,1:26.727,193.227,Hamilton,Finished,2011,Spanish Grand Prix,McLaren
106,20875,5,3,63.0,1:27.518,191.48,Button,Finished,2011,Spanish Grand Prix,McLaren
107,20902,9,6,54.0,1:17.847,154.456,Hamilton,Finished,2011,Monaco Grand Prix,McLaren
108,20899,2,3,78.0,1:16.463,157.252,Button,Finished,2011,Monaco Grand Prix,McLaren
109,20947,3,4,47.0,1:42.947,189.499,Hamilton,Finished,2011,European Grand Prix,McLaren
110,20949,6,6,57.0,1:42.340,190.623,Button,Finished,2011,European Grand Prix,McLaren
111,20971,10,4,39.0,1:36.180,220.499,Hamilton,Finished,2011,British Grand Prix,McLaren
112,20992,2,1,59.0,1:34.302,196.526,Hamilton,Finished,2011,German Grand Prix,McLaren
113,21019,2,4,61.0,1:23.661,188.517,Hamilton,Finished,2011,Hungarian Grand Prix,McLaren
114,21016,3,1,58.0,1:23.937,187.898,Button,Finished,2011,Hungarian Grand Prix,McLaren
115,21067,2,4,52.0,1:26.187,241.971,Hamilton,Finished,2011,Italian Grand Prix,McLaren
116,21065,3,2,52.0,1:26.207,241.915,Button,Finished,2011,Italian Grand Prix,McLaren
117,21092,4,5,54.0,1:50.832,164.779,Hamilton,Finished,2011,Singapore Grand Prix,McLaren
118,21089,3,2,54.0,1:48.454,168.392,Button,Finished,2011,Singapore Grand Prix,McLaren
119,21116,3,5,49.0,1:37.645,214.093,Hamilton,Finished,2011,Japanese Grand Prix,McLaren
120,21112,2,1,52.0,1:36.568,216.481,Button,Finished,2011,Japanese Grand Prix,McLaren
121,21137,1,2,54.0,1:40.459,201.216,Hamilton,Finished,2011,Korean Grand Prix,McLaren
122,21139,3,4,55.0,1:40.709,200.716,Button,Finished,2011,Korean Grand Prix,McLaren
123,21166,5,7,58.0,1:28.721,207.955,Hamilton,Finished,2011,Indian Grand Prix,McLaren
124,21161,4,2,60.0,1:27.967,209.737,Button,Finished,2011,Indian Grand Prix,McLaren
125,21184,2,1,51.0,1:43.461,193.255,Hamilton,Finished,2011,Abu Dhabi Grand Prix,McLaren
126,21186,3,3,51.0,1:43.154,193.83,Button,Finished,2011,Abu Dhabi Grand Prix,McLaren
127,21234,1,3,57.0,1:29.538,213.214,Hamilton,Finished,2012,Australian Grand Prix,McLaren
128,21232,2,1,56.0,1:29.187,214.053,Button,Finished,2012,Australian Grand Prix,McLaren
129,21258,1,3,50.0,1:41.539,196.523,Hamilton,Finished,2012,Malaysian Grand Prix,McLaren
130,21269,2,14,50.0,1:42.100,195.443,Button,Finished,2012,Malaysian Grand Prix,McLaren
131,21282,7,3,40.0,1:40.530,195.201,Hamilton,Finished,2012,Chinese Grand Prix,McLaren
132,21281,5,2,56.0,1:40.422,195.411,Button,Finished,2012,Chinese Grand Prix,McLaren
133,21311,2,8,38.0,1:37.733,199.351,Hamilton,Finished,2012,Bahrain Grand Prix,McLaren
134,21335,24,8,50.0,1:28.918,188.465,Hamilton,Finished,2012,Spanish Grand Prix,McLaren
135,21336,10,9,41.0,1:28.624,189.09,Button,Finished,2012,Spanish Grand Prix,McLaren
136,21356,3,5,46.0,1:18.806,152.577,Hamilton,Finished,2012,Monaco Grand Prix,McLaren
137,21376,2,1,59.0,1:17.020,203.837,Hamilton,Finished,2012,Canadian Grand Prix,McLaren
138,21431,8,8,44.0,1:36.173,220.515,Hamilton,Finished,2012,British Grand Prix,McLaren
139,21433,16,10,52.0,1:36.086,220.714,Button,Finished,2012,British Grand Prix,McLaren
140,21472,1,1,65.0,1:25.677,184.082,Hamilton,Finished,2012,Hungarian Grand Prix,McLaren
141,21477,4,6,58.0,1:25.831,183.751,Button,Finished,2012,Hungarian Grand Prix,McLaren
142,21520,1,1,52.0,1:28.427,235.841,Hamilton,Finished,2012,Italian Grand Prix,McLaren
143,21572,9,5,45.0,1:37.760,213.842,Hamilton,Finished,2012,Japanese Grand Prix,McLaren
144,21571,8,4,51.0,1:36.606,216.396,Button,Finished,2012,Japanese Grand Prix,McLaren
145,21601,3,10,49.0,1:42.721,196.785,Hamilton,Finished,2012,Korean Grand Prix,McLaren
146,21619,3,4,58.0,1:28.944,207.433,Hamilton,Finished,2012,Indian Grand Prix,McLaren
147,21620,4,5,60.0,1:28.203,209.176,Button,Finished,2012,Indian Grand Prix,McLaren
148,21664,2,1,55.0,1:39.709,199.047,Hamilton,Finished,2012,United States Grand Prix,McLaren
149,21668,12,5,54.0,1:40.150,198.17,Button,Finished,2012,United States Grand Prix,McLaren
150,21720,10,9,41.0,1:30.198,211.654,Button,Finished,2013,Australian Grand Prix,McLaren
151,21722,15,11,46.0,1:29.926,212.294,P̩rez,Finished,2013,Australian Grand Prix,McLaren
152,21742,9,9,56.0,1:39.199,201.159,P̩rez,Finished,2013,Malaysian Grand Prix,McLaren
153,21760,8,5,56.0,1:38.058,200.122,Button,Finished,2013,Chinese Grand Prix,McLaren
154,21766,12,11,55.0,1:41.281,193.754,P̩rez,Finished,2013,Chinese Grand Prix,McLaren
155,21787,10,10,49.0,1:37.743,199.33,Button,Finished,2013,Bahrain Grand Prix,McLaren
156,21783,12,6,41.0,1:37.913,198.984,P̩rez,Finished,2013,Bahrain Grand Prix,McLaren
157,21827,9,6,76.0,1:18.720,152.743,Button,Finished,2013,Monaco Grand Prix,McLaren
158,21878,10,13,39.0,1:36.356,220.096,Button,Finished,2013,British Grand Prix,McLaren
159,21893,9,6,49.0,1:34.201,196.736,Button,Finished,2013,German Grand Prix,McLaren
160,21895,13,8,50.0,1:36.134,192.78,P̩rez,Finished,2013,German Grand Prix,McLaren
161,21916,13,7,56.0,1:26.195,182.975,Button,Finished,2013,Hungarian Grand Prix,McLaren
162,21937,6,6,36.0,1:50.823,227.519,Button,Finished,2013,Belgian Grand Prix,McLaren
163,21942,13,11,34.0,1:53.472,222.208,P̩rez,Finished,2013,Belgian Grand Prix,McLaren
164,21963,9,10,46.0,1:27.830,237.445,Button,Finished,2013,Italian Grand Prix,McLaren
165,21965,8,12,44.0,1:27.607,238.049,P̩rez,Finished,2013,Italian Grand Prix,McLaren
166,21982,8,7,46.0,1:51.740,163.182,Button,Finished,2013,Singapore Grand Prix,McLaren
167,21983,14,8,46.0,1:51.926,162.911,P̩rez,Finished,2013,Singapore Grand Prix,McLaren
168,22005,11,8,45.0,1:43.073,196.113,Button,Finished,2013,Korean Grand Prix,McLaren
169,22007,10,10,47.0,1:42.973,196.303,P̩rez,Finished,2013,Korean Grand Prix,McLaren
170,22046,9,5,59.0,1:28.503,208.467,P̩rez,Finished,2013,Indian Grand Prix,McLaren
171,22075,12,12,43.0,1:46.336,188.03,Button,Finished,2013,Abu Dhabi Grand Prix,McLaren
172,22072,8,9,51.0,1:45.435,189.637,P̩rez,Finished,2013,Abu Dhabi Grand Prix,McLaren
173,22095,15,10,50.0,1:41.285,195.95,Button,Finished,2013,United States Grand Prix,McLaren
174,22092,7,7,47.0,1:41.830,194.901,P̩rez,Finished,2013,United States Grand Prix,McLaren
175,22111,14,4,52.0,1:16.450,202.909,Button,Finished,2013,Brazilian Grand Prix,McLaren
176,22113,19,6,50.0,1:16.246,203.451,P̩rez,Finished,2013,Brazilian Grand Prix,McLaren
177,22157,10,6,47.0,1:46.039,188.183,Button,Finished,2014,Malaysian Grand Prix,McLaren
178,22294,11,11,60.0,1:12.858,213.752,Button,Finished,2014,Austrian Grand Prix,McLaren
179,22290,6,7,53.0,1:12.746,214.081,Magnussen,Finished,2014,Austrian Grand Prix,McLaren
180,22309,3,4,52.0,1:38.284,215.778,Button,Finished,2014,British Grand Prix,McLaren
181,22312,5,7,32.0,1:38.677,214.919,Magnussen,Finished,2014,British Grand Prix,McLaren
182,22335,11,8,64.0,1:21.346,202.424,Button,Finished,2014,German Grand Prix,McLaren
183,22359,7,10,50.0,1:29.156,176.898,Button,Finished,2014,Hungarian Grand Prix,McLaren
184,22361,21,12,41.0,1:28.883,177.442,Magnussen,Finished,2014,Hungarian Grand Prix,McLaren
185,22402,6,8,35.0,1:29.245,233.68,Button,Finished,2014,Italian Grand Prix,McLaren
186,22404,5,10,34.0,1:29.283,233.58,Magnussen,Finished,2014,Italian Grand Prix,McLaren
187,22426,9,10,48.0,1:51.639,163.33,Magnussen,Finished,2014,Singapore Grand Prix,McLaren
188,22443,8,5,33.0,1:51.721,187.119,Button,Finished,2014,Japanese Grand Prix,McLaren
189,22464,4,4,47.0,1:41.964,206.472,Button,Finished,2014,Russian Grand Prix,McLaren
190,22465,11,5,44.0,1:43.076,204.245,Magnussen,Finished,2014,Russian Grand Prix,McLaren
191,22489,7,8,29.0,1:44.287,190.309,Magnussen,Finished,2014,United States Grand Prix,McLaren
192,22503,5,4,68.0,1:13.999,209.629,Button,Finished,2014,Brazilian Grand Prix,McLaren
193,22508,7,9,62.0,1:14.544,208.097,Magnussen,Finished,2014,Brazilian Grand Prix,McLaren
194,22522,6,5,47.0,1:46.739,187.32,Button,Finished,2014,Abu Dhabi Grand Prix,McLaren
195,22528,9,11,37.0,1:46.824,187.171,Magnussen,Finished,2014,Abu Dhabi Grand Prix,McLaren
196,22643,10,8,76.0,1:19.490,151.128,Button,Finished,2015,Monaco Grand Prix,McLaren
197,22720,15,5,67.0,1:27.311,180.637,Alonso,Finished,2015,Hungarian Grand Prix,McLaren
198,22724,16,9,65.0,1:28.535,178.139,Button,Finished,2015,Hungarian Grand Prix,McLaren
199,22826,19,11,29.0,1:42.639,205.115,Alonso,Finished,2015,Russian Grand Prix,McLaren
200,22824,13,9,53.0,1:43.068,204.261,Button,Finished,2015,Russian Grand Prix,McLaren
201,22847,9,11,55.0,1:44.323,190.243,Alonso,Finished,2015,United States Grand Prix,McLaren
202,22842,11,6,50.0,1:43.026,192.638,Button,Finished,2015,United States Grand Prix,McLaren
203,22870,20,14,49.0,1:23.006,186.666,Button,Finished,2015,Mexican Grand Prix,McLaren
204,22972,11,12,36.0,1:42.226,191.962,Alonso,Finished,2016,Chinese Grand Prix,McLaren
205,22973,12,13,46.0,1:40.298,195.652,Button,Finished,2016,Chinese Grand Prix,McLaren
206,23031,9,5,72.0,1:19.170,151.739,Alonso,Finished,2016,Monaco Grand Prix,McLaren
207,23081,19,11,50.0,1:47.622,200.802,Button,Finished,2016,European Grand Prix,McLaren
208,23098,3,6,70.0,1:10.001,222.476,Button,Finished,2016,Austrian Grand Prix,McLaren
209,23187,22,7,43.0,1:54.484,220.243,Alonso,Finished,2016,Belgian Grand Prix,McLaren
210,23231,9,7,49.0,1:51.249,163.902,Alonso,Finished,2016,Singapore Grand Prix,McLaren
211,23295,12,5,36.0,1:43.502,191.752,Alonso,Finished,2016,United States Grand Prix,McLaren
212,23344,10,10,70.0,1:27.104,178.09,Alonso,Finished,2016,Brazilian Grand Prix,McLaren
213,23350,17,16,38.0,1:26.983,178.338,Button,Finished,2016,Brazilian Grand Prix,McLaren
214,23366,9,10,50.0,1:44.495,191.343,Alonso,Finished,2016,Abu Dhabi Grand Prix,McLaren
215,23527,19,9,49.0,1:45.168,205.488,Alonso,Finished,2017,Azerbaijan Grand Prix,McLaren
216,23530,18,12,45.0,1:46.648,202.636,Vandoorne,Finished,2017,Azerbaijan Grand Prix,McLaren
217,23587,7,6,69.0,1:20.182,196.697,Alonso,Finished,2017,Hungarian Grand Prix,McLaren
218,23615,20,14,44.0,1:49.907,229.415,Vandoorne,Finished,2017,Belgian Grand Prix,McLaren
219,23648,9,7,57.0,1:46.722,170.855,Vandoorne,Finished,2017,Singapore Grand Prix,McLaren
220,23749,6,8,57.0,1:13.451,211.193,Alonso,Finished,2017,Brazilian Grand Prix,McLaren
221,23786,10,5,57.0,1:26.978,219.489,Alonso,Finished,2018,Australian Grand Prix,McLaren
222,23790,11,9,57.0,1:26.958,219.54,Vandoorne,Finished,2018,Australian Grand Prix,McLaren
223,23828,13,7,56.0,1:37.234,201.818,Alonso,Finished,2018,Chinese Grand Prix,McLaren
224,23834,14,13,54.0,1:38.137,199.961,Vandoorne,Finished,2018,Chinese Grand Prix,McLaren
225,23848,12,7,32.0,1:47.449,201.126,Alonso,Finished,2018,Azerbaijan Grand Prix,McLaren
226,23850,16,9,50.0,1:47.666,200.72,Vandoorne,Finished,2018,Azerbaijan Grand Prix,McLaren
227,23969,13,8,52.0,1:33.482,226.862,Alonso,Finished,2018,British Grand Prix,McLaren
228,23972,17,11,48.0,1:33.551,226.695,Vandoorne,Finished,2018,British Grand Prix,McLaren
229,23995,19,13,67.0,1:17.537,212.368,Vandoorne,Finished,2018,German Grand Prix,McLaren
230,24069,11,7,57.0,1:43.164,176.677,Alonso,Finished,2018,Singapore Grand Prix,McLaren
231,24228,9,6,14.0,1:35.777,203.422,Norris,Finished,2019,Bahrain Grand Prix,McLaren
232,24269,9,7,43.0,1:45.807,204.247,Sainz,Finished,2019,Azerbaijan Grand Prix,McLaren
233,24270,7,8,43.0,1:45.394,205.047,Norris,Finished,2019,Azerbaijan Grand Prix,McLaren
234,24290,12,8,59.0,1:20.859,207.249,Sainz,Finished,2019,Spanish Grand Prix,McLaren
235,24311,9,6,32.0,1:15.891,158.295,Sainz,Finished,2019,Monaco Grand Prix,McLaren
236,24316,12,11,61.0,1:16.413,157.214,Norris,Finished,2019,Monaco Grand Prix,McLaren
237,24351,6,6,52.0,1:34.561,222.408,Sainz,Finished,2019,French Grand Prix,McLaren
238,24391,13,6,50.0,1:29.757,236.277,Sainz,Finished,2019,British Grand Prix,McLaren
239,24396,8,11,50.0,1:29.636,236.596,Norris,Finished,2019,British Grand Prix,McLaren
240,24410,7,5,63.0,1:17.841,211.538,Sainz,Finished,2019,German Grand Prix,McLaren
241,24497,7,12,41.0,1:45.969,172.001,Sainz,Finished,2019,Singapore Grand Prix,McLaren
242,24492,9,7,58.0,1:45.716,172.412,Norris,Finished,2019,Singapore Grand Prix,McLaren
243,24511,5,6,53.0,1:38.020,214.78,Sainz,Finished,2019,Russian Grand Prix,McLaren
244,24513,7,8,52.0,1:38.301,214.166,Norris,Finished,2019,Russian Grand Prix,McLaren
245,24530,7,5,46.0,1:33.563,223.434,Sainz,Finished,2019,Japanese Grand Prix,McLaren
246,24572,8,7,44.0,1:38.074,202.365,Norris,Finished,2019,United States Grand Prix,McLaren
247,24588,20,3,63.0,1:13.158,212.039,Sainz,Finished,2019,Brazilian Grand Prix,McLaren
248,24593,10,8,63.0,1:12.328,214.472,Norris,Finished,2019,Brazilian Grand Prix,McLaren
249,24630,8,5,63.0,1:07.974,228.687,Sainz,Finished,2020,Austrian Grand Prix,McLaren
250,24628,3,3,71.0,1:07.475,230.378,Norris,Finished,2020,Austrian Grand Prix,McLaren
251,24650,9,5,66.0,1:07.193,231.345,Norris,Finished,2020,Styrian Grand Prix,McLaren
252,24698,7,13,47.0,1:29.948,235.776,Sainz,Finished,2020,British Grand Prix,McLaren
253,24690,5,5,41.0,1:30.058,235.488,Norris,Finished,2020,British Grand Prix,McLaren
254,24718,12,13,49.0,1:30.556,234.193,Sainz,Finished,2020,70th Anniversary Grand Prix,McLaren
255,24714,10,9,49.0,1:30.698,233.826,Norris,Finished,2020,70th Anniversary Grand Prix,McLaren
256,24752,10,7,39.0,1:48.552,232.279,Norris,Finished,2020,Belgian Grand Prix,McLaren
257,24767,3,2,40.0,1:23.882,248.62,Sainz,Finished,2020,Italian Grand Prix,McLaren
258,24769,6,4,50.0,1:24.232,247.587,Norris,Finished,2020,Italian Grand Prix,McLaren
259,24791,11,6,59.0,1:21.198,232.542,Norris,Finished,2020,Tuscan Grand Prix,McLaren
260,24830,10,5,53.0,1:30.129,205.625,Sainz,Finished,2020,Eifel Grand Prix,McLaren
261,24872,10,7,62.0,1:18.118,226.226,Sainz,Finished,2020,Emilia Romagna Grand Prix,McLaren
262,24873,9,8,63.0,1:18.069,226.368,Norris,Finished,2020,Emilia Romagna Grand Prix,McLaren
263,24890,15,5,56.0,1:38.754,194.592,Sainz,Finished,2020,Turkish Grand Prix,McLaren
264,24893,14,8,58.0,1:36.806,198.508,Norris,Finished,2020,Turkish Grand Prix,McLaren
265,24910,15,5,46.0,1:33.411,208.575,Sainz,Finished,2020,Bahrain Grand Prix,McLaren
266,24909,9,4,53.0,1:33.588,208.18,Norris,Finished,2020,Bahrain Grand Prix,McLaren
267,24951,6,6,48.0,1:41.947,196.125,Sainz,Finished,2020,Abu Dhabi Grand Prix,McLaren
268,24950,4,5,53.0,1:41.964,196.092,Norris,Finished,2020,Abu Dhabi Grand Prix,McLaren
269,24972,6,7,36.0,1:34.932,205.233,Ricciardo,Finished,2021,Bahrain Grand Prix,McLaren
270,24969,7,4,38.0,1:34.396,206.398,Norris,Finished,2021,Bahrain Grand Prix,McLaren
271,24991,6,6,54.0,1:19.341,222.739,Ricciardo,Finished,2021,Emilia Romagna Grand Prix,McLaren
272,24988,7,3,63.0,1:18.259,225.819,Norris,Finished,2021,Emilia Romagna Grand Prix,McLaren
